[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (14개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 14 → 64 → 32 → 2
[MLP]  에폭: 2000  배치: 128  LR: 1.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (14개): SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/2000 | 손실: 0.6059 | 학습: 66.3% | 검증: 64.6% | lr: 1.00e-03 | 0.3s ★
  에폭 145/2000 | 손실: 0.4837 | 학습: 79.2% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 146/2000 | 손실: 0.4861 | 학습: 79.0% | 검증: 76.2% | lr: 1.00e-03 | 0.3s
  에폭 147/2000 | 손실: 0.4863 | 학습: 79.5% | 검증: 76.6% | lr: 1.00e-03 | 0.3s ★
  에폭 148/2000 | 손실: 0.4858 | 학습: 79.6% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 149/2000 | 손실: 0.4849 | 학습: 79.5% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 150/2000 | 손실: 0.4811 | 학습: 79.3% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 151/2000 | 손실: 0.4819 | 학습: 79.6% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 152/2000 | 손실: 0.4819 | 학습: 79.5% | 검증: 76.6% | lr: 1.00e-03 | 0.3s ★
  에폭 153/2000 | 손실: 0.4804 | 학습: 79.3% | 검증: 76.2% | lr: 1.00e-03 | 0.3s
  에폭 154/2000 | 손실: 0.4800 | 학습: 79.7% | 검증: 76.6% | lr: 1.00e-03 | 0.3s ★
  에폭 155/2000 | 손실: 0.4762 | 학습: 79.8% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 156/2000 | 손실: 0.4822 | 학습: 79.5% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 157/2000 | 손실: 0.4824 | 학습: 79.7% | 검증: 77.1% | lr: 1.00e-03 | 0.3s ★
  에폭 158/2000 | 손실: 0.4809 | 학습: 79.7% | 검증: 76.7% | lr: 1.00e-03 | 0.3s
  에폭 159/2000 | 손실: 0.4828 | 학습: 79.3% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 160/2000 | 손실: 0.4814 | 학습: 79.0% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 161/2000 | 손실: 0.4810 | 학습: 79.3% | 검증: 76.4% | lr: 1.00e-03 | 0.3s
  에폭 162/2000 | 손실: 0.4863 | 학습: 79.9% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 163/2000 | 손실: 0.4791 | 학습: 79.3% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 164/2000 | 손실: 0.4772 | 학습: 79.5% | 검증: 76.3% | lr: 1.00e-03 | 0.3s
  에폭 165/2000 | 손실: 0.4810 | 학습: 79.7% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 166/2000 | 손실: 0.4814 | 학습: 79.5% | 검증: 75.9% | lr: 1.00e-03 | 0.3s
  에폭 167/2000 | 손실: 0.4821 | 학습: 79.7% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 168/2000 | 손실: 0.4805 | 학습: 80.1% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 169/2000 | 손실: 0.4792 | 학습: 80.1% | 검증: 76.7% | lr: 1.00e-03 | 0.3s
  에폭 170/2000 | 손실: 0.4787 | 학습: 79.4% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 171/2000 | 손실: 0.4783 | 학습: 79.7% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 172/2000 | 손실: 0.4777 | 학습: 79.4% | 검증: 76.4% | lr: 1.00e-03 | 0.3s
  에폭 173/2000 | 손실: 0.4756 | 학습: 79.6% | 검증: 76.4% | lr: 1.00e-03 | 0.3s
  에폭 174/2000 | 손실: 0.4791 | 학습: 79.7% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 175/2000 | 손실: 0.4790 | 학습: 80.1% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 176/2000 | 손실: 0.4758 | 학습: 80.0% | 검증: 76.7% | lr: 1.00e-03 | 0.3s
  에폭 177/2000 | 손실: 0.4800 | 학습: 79.7% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 178/2000 | 손실: 0.4760 | 학습: 79.2% | 검증: 76.1% | lr: 1.00e-03 | 0.3s
  에폭 179/2000 | 손실: 0.4775 | 학습: 80.1% | 검증: 77.1% | lr: 1.00e-03 | 0.3s
  에폭 180/2000 | 손실: 0.4761 | 학습: 80.1% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 181/2000 | 손실: 0.4755 | 학습: 79.9% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 182/2000 | 손실: 0.4766 | 학습: 79.5% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 183/2000 | 손실: 0.4747 | 학습: 79.7% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 184/2000 | 손실: 0.4772 | 학습: 80.2% | 검증: 76.4% | lr: 1.00e-03 | 0.3s
  에폭 185/2000 | 손실: 0.4757 | 학습: 80.2% | 검증: 77.4% | lr: 1.00e-03 | 0.3s ★
  에폭 186/2000 | 손실: 0.4752 | 학습: 80.2% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 187/2000 | 손실: 0.4773 | 학습: 80.0% | 검증: 76.9% | lr: 1.00e-03 | 0.3s
  에폭 188/2000 | 손실: 0.4758 | 학습: 79.9% | 검증: 76.5% | lr: 1.00e-03 | 0.3s
  에폭 189/2000 | 손실: 0.4779 | 학습: 79.9% | 검증: 76.6% | lr: 1.00e-03 | 0.3s
  에폭 190/2000 | 손실: 0.4761 | 학습: 80.2% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 191/2000 | 손실: 0.4755 | 학습: 80.1% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 192/2000 | 손실: 0.4777 | 학습: 80.1% | 검증: 77.2% | lr: 1.00e-03 | 0.3s
  에폭 193/2000 | 손실: 0.4756 | 학습: 79.9% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 194/2000 | 손실: 0.4758 | 학습: 80.2% | 검증: 77.2% | lr: 1.00e-03 | 0.3s
  에폭 195/2000 | 손실: 0.4732 | 학습: 80.2% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 196/2000 | 손실: 0.4737 | 학습: 80.1% | 검증: 77.0% | lr: 1.00e-03 | 0.3s
  에폭 197/2000 | 손실: 0.4734 | 학습: 79.9% | 검증: 77.1% | lr: 1.00e-03 | 0.3s
  에폭 198/2000 | 손실: 0.4738 | 학습: 79.8% | 검증: 77.0% | lr: 1.00e-03 | 0.3s
  에폭 199/2000 | 손실: 0.4782 | 학습: 80.6% | 검증: 77.6% | lr: 1.00e-03 | 0.3s ★
  에폭 200/2000 | 손실: 0.4781 | 학습: 80.4% | 검증: 77.6% | lr: 1.00e-03 | 0.3s ★
  에폭 201/2000 | 손실: 0.4752 | 학습: 80.2% | 검증: 76.9% | lr: 1.00e-03 | 0.3s
  에폭 202/2000 | 손실: 0.4759 | 학습: 80.1% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 203/2000 | 손실: 0.4749 | 학습: 80.6% | 검증: 77.6% | lr: 1.00e-03 | 0.3s ★
  에폭 204/2000 | 손실: 0.4733 | 학습: 80.8% | 검증: 77.6% | lr: 1.00e-03 | 0.3s
  에폭 205/2000 | 손실: 0.4703 | 학습: 80.1% | 검증: 77.0% | lr: 1.00e-03 | 0.3s
  에폭 206/2000 | 손실: 0.4740 | 학습: 80.1% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
  에폭 207/2000 | 손실: 0.4715 | 학습: 80.5% | 검증: 77.0% | lr: 1.00e-03 | 0.3s
  에폭 208/2000 | 손실: 0.4716 | 학습: 80.4% | 검증: 76.8% | lr: 1.00e-03 | 0.3s
