[MLP]   svm_data_20260507_133636.csv                       24741샘플
[MLP] CSV 로드  →  총 24741샘플
[MLP] 로드 완료 | 전체: 24741개  (배경: 12371, 사람: 12370)
[MLP] 특징 모드: ESP32 (21개)
[MLP] 학습: 19792개 (80%)  검증: 4949개 (20%)  [비율고정: 유지 | 분리시드: 42]
[MLP] 스케일러: StandardScaler (z-score)
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
[MLP]  디바이스: cpu
[MLP]  구조: 21 → 128 → 64 → 32 → 2
[MLP]  에폭: 1500  배치: 256  LR: 2.00e-03  Dropout: 0.2
[MLP]  Early Stop: 비활성화
[MLP]  LR 스케줄러: patience=50  factor=0.5  min_lr=1e-6
[MLP]  검증 비율: 20%  분리 비율고정: 유지  분리 시드: 42
[MLP]  스케일러: StandardScaler  특징 모드: ESP32
[MLP]  사용 특징 (21개): SPECTRAL_ROLLOFF, SPECTRAL_BANDWIDTH, PEAK_COUNT, MID_RATIO, LOW_TO_HIGH_RATIO, SECOND_PEAK_FREQ, KURTOSIS, CENTROID, PEAK_FREQ, LOW_RATIO, RMS, AVG_ENERGY, PEAK_ENERGY, ENERGY_VARIANCE, PEAK_TO_AVG_E, HIGH_RATIO, PEAK1_TO_PEAK2_RATIO, SKEWNESS, DC_RATIO, DELTA_PEAK_FREQ, SPECTRAL_FLATNESS
[MLP] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  에폭   1/1500 | 손실: 0.6020 | 학습: 66.9% | 검증: 65.2% | lr: 2.00e-03 | 0.2s ★
  에폭  25/1500 | 손실: 0.4741 | 학습: 79.6% | 검증: 75.6% | lr: 2.00e-03 | 0.3s
  에폭  26/1500 | 손실: 0.4712 | 학습: 79.9% | 검증: 76.0% | lr: 2.00e-03 | 0.2s
  에폭  27/1500 | 손실: 0.4683 | 학습: 80.1% | 검증: 75.7% | lr: 2.00e-03 | 0.2s
  에폭  28/1500 | 손실: 0.4680 | 학습: 79.6% | 검증: 75.2% | lr: 2.00e-03 | 0.2s
  에폭  29/1500 | 손실: 0.4666 | 학습: 80.7% | 검증: 76.9% | lr: 2.00e-03 | 0.3s ★
  에폭  30/1500 | 손실: 0.4548 | 학습: 80.9% | 검증: 77.0% | lr: 2.00e-03 | 0.3s ★
  에폭  31/1500 | 손실: 0.4563 | 학습: 81.2% | 검증: 77.6% | lr: 2.00e-03 | 0.2s ★
  에폭  32/1500 | 손실: 0.4525 | 학습: 80.7% | 검증: 77.6% | lr: 2.00e-03 | 0.3s ★
  에폭  33/1500 | 손실: 0.4507 | 학습: 82.0% | 검증: 77.6% | lr: 2.00e-03 | 0.2s ★
  에폭  34/1500 | 손실: 0.4468 | 학습: 81.6% | 검증: 77.5% | lr: 2.00e-03 | 0.2s
  에폭  35/1500 | 손실: 0.4437 | 학습: 81.0% | 검증: 76.4% | lr: 2.00e-03 | 0.3s
  에폭  36/1500 | 손실: 0.4426 | 학습: 81.9% | 검증: 78.1% | lr: 2.00e-03 | 0.2s ★
  에폭  37/1500 | 손실: 0.4397 | 학습: 82.2% | 검증: 77.9% | lr: 2.00e-03 | 0.2s
  에폭  38/1500 | 손실: 0.4350 | 학습: 82.2% | 검증: 78.0% | lr: 2.00e-03 | 0.2s
  에폭  39/1500 | 손실: 0.4344 | 학습: 82.1% | 검증: 77.8% | lr: 2.00e-03 | 0.2s
  에폭  40/1500 | 손실: 0.4347 | 학습: 82.9% | 검증: 78.3% | lr: 2.00e-03 | 0.2s ★
  에폭  41/1500 | 손실: 0.4256 | 학습: 83.2% | 검증: 78.5% | lr: 2.00e-03 | 0.3s ★
  에폭  42/1500 | 손실: 0.4316 | 학습: 82.9% | 검증: 78.1% | lr: 2.00e-03 | 0.3s
  에폭  43/1500 | 손실: 0.4273 | 학습: 83.3% | 검증: 78.3% | lr: 2.00e-03 | 0.2s
  에폭  44/1500 | 손실: 0.4255 | 학습: 83.2% | 검증: 78.5% | lr: 2.00e-03 | 0.2s ★
  에폭  45/1500 | 손실: 0.4311 | 학습: 83.4% | 검증: 78.8% | lr: 2.00e-03 | 0.3s ★
  에폭  46/1500 | 손실: 0.4220 | 학습: 83.5% | 검증: 78.5% | lr: 2.00e-03 | 0.3s
  에폭  47/1500 | 손실: 0.4238 | 학습: 83.8% | 검증: 79.3% | lr: 2.00e-03 | 0.3s ★
  에폭  48/1500 | 손실: 0.4213 | 학습: 83.8% | 검증: 79.6% | lr: 2.00e-03 | 0.3s ★
  에폭  49/1500 | 손실: 0.4135 | 학습: 83.5% | 검증: 78.9% | lr: 2.00e-03 | 0.3s
  에폭  50/1500 | 손실: 0.4147 | 학습: 84.2% | 검증: 79.4% | lr: 2.00e-03 | 0.3s
  에폭  51/1500 | 손실: 0.4124 | 학습: 84.7% | 검증: 80.4% | lr: 2.00e-03 | 0.3s ★
  에폭  52/1500 | 손실: 0.4085 | 학습: 84.8% | 검증: 80.4% | lr: 2.00e-03 | 0.2s
  에폭  53/1500 | 손실: 0.4125 | 학습: 84.1% | 검증: 79.6% | lr: 2.00e-03 | 0.3s
  에폭  54/1500 | 손실: 0.4074 | 학습: 84.8% | 검증: 79.9% | lr: 2.00e-03 | 0.2s
  에폭  55/1500 | 손실: 0.4066 | 학습: 85.0% | 검증: 80.1% | lr: 2.00e-03 | 0.3s
  에폭  56/1500 | 손실: 0.4064 | 학습: 84.8% | 검증: 80.1% | lr: 2.00e-03 | 0.2s
  에폭  57/1500 | 손실: 0.4063 | 학습: 85.0% | 검증: 80.0% | lr: 2.00e-03 | 0.3s
  에폭  58/1500 | 손실: 0.3981 | 학습: 85.2% | 검증: 80.2% | lr: 2.00e-03 | 0.3s
  에폭  59/1500 | 손실: 0.4012 | 학습: 85.5% | 검증: 80.7% | lr: 2.00e-03 | 0.3s ★
  에폭  60/1500 | 손실: 0.3954 | 학습: 85.8% | 검증: 81.0% | lr: 2.00e-03 | 0.3s ★
  에폭  61/1500 | 손실: 0.3937 | 학습: 85.6% | 검증: 80.9% | lr: 2.00e-03 | 0.3s
  에폭  62/1500 | 손실: 0.4015 | 학습: 85.5% | 검증: 80.4% | lr: 2.00e-03 | 0.3s
  에폭  63/1500 | 손실: 0.3934 | 학습: 85.8% | 검증: 81.0% | lr: 2.00e-03 | 0.3s ★
  에폭  64/1500 | 손실: 0.3892 | 학습: 85.5% | 검증: 80.0% | lr: 2.00e-03 | 0.2s
  에폭  65/1500 | 손실: 0.3943 | 학습: 85.3% | 검증: 80.3% | lr: 2.00e-03 | 0.2s
  에폭  66/1500 | 손실: 0.3946 | 학습: 85.2% | 검증: 80.3% | lr: 2.00e-03 | 0.2s
  에폭  67/1500 | 손실: 0.3920 | 학습: 86.2% | 검증: 80.8% | lr: 2.00e-03 | 0.2s
  에폭  68/1500 | 손실: 0.3922 | 학습: 86.2% | 검증: 81.0% | lr: 2.00e-03 | 0.3s
  에폭  69/1500 | 손실: 0.3820 | 학습: 86.4% | 검증: 81.4% | lr: 2.00e-03 | 0.2s ★
  에폭  70/1500 | 손실: 0.3799 | 학습: 86.4% | 검증: 81.2% | lr: 2.00e-03 | 0.2s
  에폭  71/1500 | 손실: 0.3859 | 학습: 86.6% | 검증: 81.5% | lr: 2.00e-03 | 0.2s ★
  에폭  72/1500 | 손실: 0.3884 | 학습: 86.5% | 검증: 81.2% | lr: 2.00e-03 | 0.2s
  에폭  73/1500 | 손실: 0.3816 | 학습: 87.0% | 검증: 81.1% | lr: 2.00e-03 | 0.3s
  에폭  74/1500 | 손실: 0.3807 | 학습: 87.1% | 검증: 81.1% | lr: 2.00e-03 | 0.2s
  에폭  75/1500 | 손실: 0.3816 | 학습: 86.6% | 검증: 81.1% | lr: 2.00e-03 | 0.2s
  에폭  76/1500 | 손실: 0.3798 | 학습: 87.1% | 검증: 81.6% | lr: 2.00e-03 | 0.2s ★
  에폭  77/1500 | 손실: 0.3759 | 학습: 86.4% | 검증: 81.5% | lr: 2.00e-03 | 0.3s
  에폭  78/1500 | 손실: 0.3775 | 학습: 86.8% | 검증: 81.2% | lr: 2.00e-03 | 0.3s
  에폭  79/1500 | 손실: 0.3729 | 학습: 87.6% | 검증: 81.3% | lr: 2.00e-03 | 0.2s
  에폭  80/1500 | 손실: 0.3773 | 학습: 87.2% | 검증: 81.3% | lr: 2.00e-03 | 0.3s
  에폭  81/1500 | 손실: 0.3724 | 학습: 87.2% | 검증: 81.4% | lr: 2.00e-03 | 0.2s
  에폭  82/1500 | 손실: 0.3736 | 학습: 87.2% | 검증: 81.8% | lr: 2.00e-03 | 0.3s ★
  에폭  83/1500 | 손실: 0.3738 | 학습: 87.6% | 검증: 82.2% | lr: 2.00e-03 | 0.2s ★
  에폭  84/1500 | 손실: 0.3759 | 학습: 87.4% | 검증: 81.8% | lr: 2.00e-03 | 0.3s
  에폭  85/1500 | 손실: 0.3731 | 학습: 87.8% | 검증: 82.4% | lr: 2.00e-03 | 0.2s ★
  에폭  86/1500 | 손실: 0.3662 | 학습: 87.9% | 검증: 81.9% | lr: 2.00e-03 | 0.2s
  에폭  87/1500 | 손실: 0.3663 | 학습: 87.7% | 검증: 81.6% | lr: 2.00e-03 | 0.2s
  에폭  88/1500 | 손실: 0.3681 | 학습: 87.2% | 검증: 81.7% | lr: 2.00e-03 | 0.2s
  에폭  89/1500 | 손실: 0.3677 | 학습: 87.7% | 검증: 82.2% | lr: 2.00e-03 | 0.3s
  에폭  90/1500 | 손실: 0.3647 | 학습: 87.7% | 검증: 82.0% | lr: 2.00e-03 | 0.2s
  에폭  91/1500 | 손실: 0.3628 | 학습: 87.7% | 검증: 81.8% | lr: 2.00e-03 | 0.3s
  에폭  92/1500 | 손실: 0.3636 | 학습: 87.6% | 검증: 82.0% | lr: 2.00e-03 | 0.3s
  에폭  93/1500 | 손실: 0.3683 | 학습: 88.2% | 검증: 81.9% | lr: 2.00e-03 | 0.2s
  에폭  94/1500 | 손실: 0.3606 | 학습: 88.0% | 검증: 81.8% | lr: 2.00e-03 | 0.3s
  에폭  95/1500 | 손실: 0.3692 | 학습: 87.8% | 검증: 81.5% | lr: 2.00e-03 | 0.3s
  에폭  96/1500 | 손실: 0.3674 | 학습: 88.2% | 검증: 81.7% | lr: 2.00e-03 | 0.3s
  에폭  97/1500 | 손실: 0.3592 | 학습: 88.0% | 검증: 82.0% | lr: 2.00e-03 | 0.2s
  에폭  98/1500 | 손실: 0.3575 | 학습: 88.3% | 검증: 82.2% | lr: 2.00e-03 | 0.3s
  에폭  99/1500 | 손실: 0.3556 | 학습: 88.5% | 검증: 82.4% | lr: 2.00e-03 | 0.3s
  에폭 100/1500 | 손실: 0.3614 | 학습: 88.8% | 검증: 82.9% | lr: 2.00e-03 | 0.3s ★
  에폭 101/1500 | 손실: 0.3581 | 학습: 88.1% | 검증: 82.0% | lr: 2.00e-03 | 0.3s
  에폭 102/1500 | 손실: 0.3532 | 학습: 88.2% | 검증: 81.9% | lr: 2.00e-03 | 0.2s
  에폭 103/1500 | 손실: 0.3515 | 학습: 88.6% | 검증: 82.4% | lr: 2.00e-03 | 0.3s
  에폭 104/1500 | 손실: 0.3541 | 학습: 88.9% | 검증: 81.8% | lr: 2.00e-03 | 0.2s
  에폭 105/1500 | 손실: 0.3559 | 학습: 88.3% | 검증: 82.6% | lr: 2.00e-03 | 0.3s
  에폭 106/1500 | 손실: 0.3557 | 학습: 88.0% | 검증: 81.9% | lr: 2.00e-03 | 0.2s
  에폭 107/1500 | 손실: 0.3483 | 학습: 88.8% | 검증: 82.1% | lr: 2.00e-03 | 0.3s
  에폭 108/1500 | 손실: 0.3507 | 학습: 87.9% | 검증: 81.8% | lr: 2.00e-03 | 0.3s
  에폭 109/1500 | 손실: 0.3511 | 학습: 88.7% | 검증: 82.4% | lr: 2.00e-03 | 0.3s
  에폭 110/1500 | 손실: 0.3433 | 학습: 89.0% | 검증: 82.2% | lr: 2.00e-03 | 0.2s
  에폭 111/1500 | 손실: 0.3522 | 학습: 89.0% | 검증: 82.5% | lr: 2.00e-03 | 0.3s
  에폭 112/1500 | 손실: 0.3465 | 학습: 88.5% | 검증: 81.8% | lr: 2.00e-03 | 0.2s
  에폭 113/1500 | 손실: 0.3478 | 학습: 89.2% | 검증: 82.9% | lr: 2.00e-03 | 0.2s ★
  에폭 114/1500 | 손실: 0.3493 | 학습: 89.0% | 검증: 82.5% | lr: 2.00e-03 | 0.3s
  에폭 115/1500 | 손실: 0.3486 | 학습: 89.1% | 검증: 82.8% | lr: 2.00e-03 | 0.2s
  에폭 116/1500 | 손실: 0.3527 | 학습: 88.9% | 검증: 82.7% | lr: 2.00e-03 | 0.3s
  에폭 117/1500 | 손실: 0.3527 | 학습: 89.2% | 검증: 82.7% | lr: 2.00e-03 | 0.2s
  에폭 118/1500 | 손실: 0.3477 | 학습: 89.1% | 검증: 82.6% | lr: 2.00e-03 | 0.3s
  에폭 119/1500 | 손실: 0.3493 | 학습: 89.2% | 검증: 82.2% | lr: 2.00e-03 | 0.2s
  에폭 120/1500 | 손실: 0.3450 | 학습: 89.4% | 검증: 82.5% | lr: 2.00e-03 | 0.2s
  에폭 121/1500 | 손실: 0.3523 | 학습: 89.3% | 검증: 82.5% | lr: 2.00e-03 | 0.3s
  에폭 122/1500 | 손실: 0.3441 | 학습: 89.5% | 검증: 82.9% | lr: 2.00e-03 | 0.3s ★
  에폭 123/1500 | 손실: 0.3503 | 학습: 89.4% | 검증: 82.7% | lr: 2.00e-03 | 0.3s
  에폭 124/1500 | 손실: 0.3439 | 학습: 89.0% | 검증: 82.3% | lr: 2.00e-03 | 0.2s
  에폭 125/1500 | 손실: 0.3349 | 학습: 89.2% | 검증: 82.3% | lr: 2.00e-03 | 0.2s
  에폭 126/1500 | 손실: 0.3400 | 학습: 89.1% | 검증: 82.4% | lr: 2.00e-03 | 0.3s
  에폭 127/1500 | 손실: 0.3361 | 학습: 89.2% | 검증: 82.6% | lr: 2.00e-03 | 0.3s
  에폭 128/1500 | 손실: 0.3363 | 학습: 89.6% | 검증: 82.6% | lr: 2.00e-03 | 0.2s
  에폭 129/1500 | 손실: 0.3344 | 학습: 89.4% | 검증: 82.7% | lr: 2.00e-03 | 0.2s
  에폭 130/1500 | 손실: 0.3400 | 학습: 89.7% | 검증: 82.3% | lr: 2.00e-03 | 0.2s
  에폭 131/1500 | 손실: 0.3365 | 학습: 89.1% | 검증: 82.6% | lr: 2.00e-03 | 0.2s
  에폭 132/1500 | 손실: 0.3398 | 학습: 89.8% | 검증: 83.1% | lr: 2.00e-03 | 0.3s ★
  에폭 133/1500 | 손실: 0.3366 | 학습: 89.7% | 검증: 83.0% | lr: 2.00e-03 | 0.3s
  에폭 134/1500 | 손실: 0.3414 | 학습: 89.2% | 검증: 82.8% | lr: 2.00e-03 | 0.2s
  에폭 135/1500 | 손실: 0.3374 | 학습: 89.9% | 검증: 83.2% | lr: 2.00e-03 | 0.3s ★
  에폭 136/1500 | 손실: 0.3323 | 학습: 89.6% | 검증: 82.8% | lr: 2.00e-03 | 0.3s
  에폭 137/1500 | 손실: 0.3383 | 학습: 90.0% | 검증: 82.7% | lr: 2.00e-03 | 0.3s
  에폭 138/1500 | 손실: 0.3357 | 학습: 89.6% | 검증: 83.2% | lr: 2.00e-03 | 0.3s ★
  에폭 139/1500 | 손실: 0.3309 | 학습: 89.8% | 검증: 83.3% | lr: 2.00e-03 | 0.2s ★
  에폭 140/1500 | 손실: 0.3370 | 학습: 89.8% | 검증: 83.2% | lr: 2.00e-03 | 0.2s
  에폭 141/1500 | 손실: 0.3336 | 학습: 90.3% | 검증: 83.8% | lr: 2.00e-03 | 0.2s ★
  에폭 142/1500 | 손실: 0.3332 | 학습: 90.1% | 검증: 83.2% | lr: 2.00e-03 | 0.2s
  에폭 143/1500 | 손실: 0.3340 | 학습: 90.1% | 검증: 83.0% | lr: 2.00e-03 | 0.3s
  에폭 144/1500 | 손실: 0.3346 | 학습: 90.0% | 검증: 82.6% | lr: 2.00e-03 | 0.2s
  에폭 145/1500 | 손실: 0.3316 | 학습: 90.2% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 146/1500 | 손실: 0.3317 | 학습: 90.6% | 검증: 83.6% | lr: 2.00e-03 | 0.2s
  에폭 147/1500 | 손실: 0.3316 | 학습: 90.5% | 검증: 83.2% | lr: 2.00e-03 | 0.3s
  에폭 148/1500 | 손실: 0.3311 | 학습: 90.0% | 검증: 82.4% | lr: 2.00e-03 | 0.3s
  에폭 149/1500 | 손실: 0.3349 | 학습: 90.2% | 검증: 83.0% | lr: 2.00e-03 | 0.2s
  에폭 150/1500 | 손실: 0.3350 | 학습: 90.2% | 검증: 83.2% | lr: 2.00e-03 | 0.2s
  에폭 151/1500 | 손실: 0.3274 | 학습: 89.9% | 검증: 82.7% | lr: 2.00e-03 | 0.2s
  에폭 152/1500 | 손실: 0.3302 | 학습: 90.4% | 검증: 83.2% | lr: 2.00e-03 | 0.2s
  에폭 153/1500 | 손실: 0.3277 | 학습: 90.6% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 154/1500 | 손실: 0.3313 | 학습: 90.1% | 검증: 82.9% | lr: 2.00e-03 | 0.3s
  에폭 155/1500 | 손실: 0.3306 | 학습: 89.7% | 검증: 83.1% | lr: 2.00e-03 | 0.3s
  에폭 156/1500 | 손실: 0.3255 | 학습: 90.6% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 157/1500 | 손실: 0.3297 | 학습: 90.6% | 검증: 83.2% | lr: 2.00e-03 | 0.3s
  에폭 158/1500 | 손실: 0.3294 | 학습: 90.2% | 검증: 83.5% | lr: 2.00e-03 | 0.2s
  에폭 159/1500 | 손실: 0.3221 | 학습: 90.4% | 검증: 83.2% | lr: 2.00e-03 | 0.3s
  에폭 160/1500 | 손실: 0.3241 | 학습: 90.4% | 검증: 82.9% | lr: 2.00e-03 | 0.2s
  에폭 161/1500 | 손실: 0.3246 | 학습: 90.5% | 검증: 83.6% | lr: 2.00e-03 | 0.2s
  에폭 162/1500 | 손실: 0.3233 | 학습: 91.0% | 검증: 83.5% | lr: 2.00e-03 | 0.2s
  에폭 163/1500 | 손실: 0.3231 | 학습: 90.5% | 검증: 82.9% | lr: 2.00e-03 | 0.2s
  에폭 164/1500 | 손실: 0.3213 | 학습: 90.6% | 검증: 82.8% | lr: 2.00e-03 | 0.3s
  에폭 165/1500 | 손실: 0.3202 | 학습: 91.0% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
  에폭 166/1500 | 손실: 0.3246 | 학습: 91.0% | 검증: 83.9% | lr: 2.00e-03 | 0.2s ★
  에폭 167/1500 | 손실: 0.3200 | 학습: 90.8% | 검증: 83.7% | lr: 2.00e-03 | 0.2s
  에폭 168/1500 | 손실: 0.3279 | 학습: 90.8% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 169/1500 | 손실: 0.3228 | 학습: 90.7% | 검증: 83.6% | lr: 2.00e-03 | 0.2s
  에폭 170/1500 | 손실: 0.3214 | 학습: 91.2% | 검증: 83.4% | lr: 2.00e-03 | 0.3s
  에폭 171/1500 | 손실: 0.3241 | 학습: 90.9% | 검증: 83.2% | lr: 2.00e-03 | 0.2s
  에폭 172/1500 | 손실: 0.3209 | 학습: 91.0% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 173/1500 | 손실: 0.3198 | 학습: 90.6% | 검증: 82.7% | lr: 2.00e-03 | 0.2s
  에폭 174/1500 | 손실: 0.3193 | 학습: 91.3% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
  에폭 175/1500 | 손실: 0.3186 | 학습: 91.7% | 검증: 84.0% | lr: 2.00e-03 | 0.3s ★
  에폭 176/1500 | 손실: 0.3160 | 학습: 90.8% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 177/1500 | 손실: 0.3123 | 학습: 91.4% | 검증: 83.7% | lr: 2.00e-03 | 0.2s
  에폭 178/1500 | 손실: 0.3234 | 학습: 91.4% | 검증: 83.6% | lr: 2.00e-03 | 0.2s
  에폭 179/1500 | 손실: 0.3156 | 학습: 90.9% | 검증: 83.4% | lr: 2.00e-03 | 0.2s
  에폭 180/1500 | 손실: 0.3183 | 학습: 90.7% | 검증: 83.5% | lr: 2.00e-03 | 0.3s
  에폭 181/1500 | 손실: 0.3168 | 학습: 90.3% | 검증: 82.6% | lr: 2.00e-03 | 0.2s
  에폭 182/1500 | 손실: 0.3190 | 학습: 91.1% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 183/1500 | 손실: 0.3171 | 학습: 91.3% | 검증: 84.0% | lr: 2.00e-03 | 0.2s ★
  에폭 184/1500 | 손실: 0.3130 | 학습: 91.0% | 검증: 83.5% | lr: 2.00e-03 | 0.2s
  에폭 185/1500 | 손실: 0.3158 | 학습: 91.3% | 검증: 83.5% | lr: 2.00e-03 | 0.2s
  에폭 186/1500 | 손실: 0.3138 | 학습: 91.5% | 검증: 83.6% | lr: 2.00e-03 | 0.3s
  에폭 187/1500 | 손실: 0.3073 | 학습: 91.3% | 검증: 83.7% | lr: 2.00e-03 | 0.2s
  에폭 188/1500 | 손실: 0.3170 | 학습: 91.3% | 검증: 83.5% | lr: 2.00e-03 | 0.3s
  에폭 189/1500 | 손실: 0.3132 | 학습: 91.4% | 검증: 84.0% | lr: 2.00e-03 | 0.3s
  에폭 190/1500 | 손실: 0.3107 | 학습: 91.3% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 191/1500 | 손실: 0.3150 | 학습: 91.7% | 검증: 84.4% | lr: 2.00e-03 | 0.3s ★
  에폭 192/1500 | 손실: 0.3165 | 학습: 90.7% | 검증: 83.7% | lr: 2.00e-03 | 0.2s
  에폭 193/1500 | 손실: 0.3117 | 학습: 91.5% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 194/1500 | 손실: 0.3169 | 학습: 91.2% | 검증: 84.1% | lr: 2.00e-03 | 0.2s
  에폭 195/1500 | 손실: 0.3100 | 학습: 91.0% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
  에폭 196/1500 | 손실: 0.3215 | 학습: 91.6% | 검증: 84.3% | lr: 2.00e-03 | 0.3s
  에폭 197/1500 | 손실: 0.3071 | 학습: 91.5% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 198/1500 | 손실: 0.3087 | 학습: 91.4% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 199/1500 | 손실: 0.3116 | 학습: 91.4% | 검증: 83.9% | lr: 2.00e-03 | 0.2s
  에폭 200/1500 | 손실: 0.3138 | 학습: 91.2% | 검증: 83.3% | lr: 2.00e-03 | 0.2s
  에폭 201/1500 | 손실: 0.3087 | 학습: 91.7% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
  에폭 202/1500 | 손실: 0.3086 | 학습: 91.9% | 검증: 84.2% | lr: 2.00e-03 | 0.3s
  에폭 203/1500 | 손실: 0.3092 | 학습: 91.2% | 검증: 83.6% | lr: 2.00e-03 | 0.2s
  에폭 204/1500 | 손실: 0.3068 | 학습: 91.8% | 검증: 84.4% | lr: 2.00e-03 | 0.2s
  에폭 205/1500 | 손실: 0.3116 | 학습: 91.2% | 검증: 83.8% | lr: 2.00e-03 | 0.2s
